Date	Plot	Section	SnowCoverFraction	Field_remarks	General_remarks
2013-10-08	Art2	A	100	No remarks	Observation added to database May 2020
2013-10-08	Art3	A	98	No remarks	Observation added to database May 2020
2013-10-08	Art4	A	95	No remarks	Observation added to database May 2020
2013-10-08	Art1	B	100	No remarks	Observation added to database May 2020
2013-10-08	Art2	B	100	No remarks	Observation added to database May 2020
2013-10-08	Art3	B	98	No remarks	Observation added to database May 2020
2013-10-08	Art1	C	100	No remarks	Observation added to database May 2020
2013-10-08	Art2	C	100	No remarks	Observation added to database May 2020
2013-10-08	Art1	D	100	No remarks	Observation added to database May 2020
2013-10-08	Art7	D	90	No remarks	Observation added to database May 2020
2013-10-08	Art5	E	-9999	No remarks	Observation added to database May 2020
2013-10-08	Art7	E	-9999	No remarks	Observation added to database May 2020
2013-10-08	Art4	F	-9999	No remarks	Observation added to database May 2020
2013-10-08	Art5	F	-9999	No remarks	Observation added to database May 2020
2013-10-08	Art7	F	-9999	No remarks	Observation added to database May 2020
2013-10-08	Art3	G	-9999	No remarks	Observation added to database May 2020
2013-10-08	Art4	G	-9999	No remarks	Observation added to database May 2020
2013-10-08	Art5	G	-9999	No remarks	Observation added to database May 2020
2013-10-08	Art7	G	-9999	No remarks	Observation added to database May 2020
2013-10-08	Art2	H	-9999	No remarks	Observation added to database May 2020
2013-10-08	Art3	H	-9999	No remarks	Observation added to database May 2020
2013-10-08	Art4	H	-9999	No remarks	Observation added to database May 2020
2013-10-08	Art5	H	-9999	No remarks	Observation added to database May 2020
2013-10-08	Art7	H	-9999	No remarks	Observation added to database May 2020
2013-10-14	Cas1	A	99	No remarks	No remarks
2013-10-14	Cas2	B	98	No remarks	No remarks
2013-10-14	Cas2	C	98	No remarks	No remarks
2013-10-14	Cas2	D	98	No remarks	No remarks
2013-10-14	Cas3	A	98	No remarks	No remarks
2013-10-14	Cas4	B	98	No remarks	No remarks
2013-10-14	Cas4	C	98	No remarks	No remarks
2013-10-14	Cas4	D	98	No remarks	No remarks
2013-10-14	Dry1	A	98	No remarks	No remarks
2013-10-14	Dry2Sal7	B	100	No remarks	No remarks
2013-10-14	Dry2Sal7	C	100	No remarks	No remarks
2013-10-14	Dry2Sal7	D	100	No remarks	No remarks
2013-10-14	Dry3	A	98	No remarks	No remarks
2013-10-14	Dry3	B	98	No remarks	No remarks
2013-10-14	Dry4	C	95	No remarks	No remarks
2013-10-14	Dry4	D	95	No remarks	No remarks
2013-10-14	Dry5	A	98	No remarks	No remarks
2013-10-14	Dry5	B	98	No remarks	No remarks
2013-10-14	Dry6Pap4	C	99	No remarks	No remarks
2013-10-14	Dry6Pap4	D	98	No remarks	No remarks
2013-10-14	Eri1	A	99	No remarks	No remarks
2013-10-14	Eri1	B	98	No remarks	No remarks
2013-10-14	Eri2	C	98	No remarks	No remarks
2013-10-14	Eri2	D	98	No remarks	No remarks
2013-10-14	Eri3	A	98	ice	No remarks
2013-10-14	Eri3	B	98	No remarks	No remarks
2013-10-14	Eri3	C	98	No remarks	No remarks
2013-10-14	Eri4	D	99	No remarks	No remarks
2013-10-14	Pap1	A	98	No remarks	No remarks
2013-10-14	Pap1	B	98	No remarks	No remarks
2013-10-14	Pap1	C	98	No remarks	No remarks
2013-10-14	Pap2Sal5	D	98	No remarks	No remarks
2013-10-14	Pap3	A	98	No remarks	No remarks
2013-10-14	Pap3	B	98	No remarks	No remarks
2013-10-14	Pap3	C	98	No remarks	No remarks
2013-10-14	Sal2	A	98	No remarks	No remarks
2013-10-14	Sal2	B	98	No remarks	No remarks
2013-10-14	Sal2	C	98	No remarks	No remarks
2013-10-14	Sal2	D	98	No remarks	No remarks
2013-10-14	Sal4	A	98	No remarks	No remarks
2013-10-14	Sal4	B	98	No remarks	No remarks
2013-10-14	Sal4	C	98	No remarks	No remarks
2013-10-14	Sal4	D	98	No remarks	No remarks
2013-10-14	Sax1Sil1	A	98	ice	No remarks
2013-10-14	Sax1Sil1	B	99	No remarks	No remarks
2013-10-14	Sax1Sil1	C	95	No remarks	No remarks
2013-10-14	Sax1Sil1	D	98	No remarks	No remarks
2013-10-14	Sax3Sil3	B	98	No remarks	No remarks
2013-10-14	Sax3Sil3	C	90	No remarks	No remarks
2013-10-14	Sax3Sil3	D	50	No remarks	No remarks
2013-10-14	Sil4	A	99	No remarks	No remarks
2013-10-14	Cas1	B	98	No remarks	No remarks
2013-10-14	Cas1	C	98	No remarks	No remarks
2013-10-14	Cas1	D	95	No remarks	No remarks
2013-10-14	Cas2	A	99	No remarks	No remarks
2013-10-14	Cas3	B	98	No remarks	No remarks
2013-10-14	Cas3	C	98	No remarks	No remarks
2013-10-14	Cas3	D	98	No remarks	No remarks
2013-10-14	Cas4	A	98	No remarks	No remarks
2013-10-14	Dry1	B	98	No remarks	No remarks
2013-10-14	Dry1	C	98	No remarks	No remarks
2013-10-14	Dry1	D	98	No remarks	No remarks
2013-10-14	Dry2Sal7	A	100	No remarks	No remarks
2013-10-14	Dry3	C	98	No remarks	No remarks
2013-10-14	Dry3	D	98	No remarks	No remarks
2013-10-14	Dry4	A	95	No remarks	No remarks
2013-10-14	Dry4	B	98	No remarks	No remarks
2013-10-14	Dry5	C	90	No remarks	No remarks
2013-10-14	Dry5	D	90	No remarks	No remarks
2013-10-14	Dry6Pap4	A	98	No remarks	No remarks
2013-10-14	Dry6Pap4	B	99	No remarks	No remarks
2013-10-14	Eri1	C	99	No remarks	No remarks
2013-10-14	Eri1	D	99	No remarks	No remarks
2013-10-14	Eri2	A	98	No remarks	No remarks
2013-10-14	Eri2	B	98	No remarks	No remarks
2013-10-14	Eri3	D	98	No remarks	No remarks
2013-10-14	Eri4	A	99	No remarks	No remarks
2013-10-14	Eri4	B	99	No remarks	No remarks
2013-10-14	Eri4	C	99	No remarks	No remarks
2013-10-14	Pap1	D	98	No remarks	No remarks
2013-10-14	Pap2Sal5	A	98	No remarks	No remarks
2013-10-14	Pap2Sal5	B	98	No remarks	No remarks
2013-10-14	Pap2Sal5	C	98	No remarks	No remarks
2013-10-14	Pap3	D	98	No remarks	No remarks
2013-10-14	Sal1	A	90	arctic hares tracks and foraging	No remarks
2013-10-14	Sal1	B	90	No remarks	No remarks
2013-10-14	Sal1	C	85	No remarks	No remarks
2013-10-14	Sal1	D	90	No remarks	No remarks
2013-10-14	Sal3	A	95	No remarks	No remarks
2013-10-14	Sal3	B	95	No remarks	No remarks
2013-10-14	Sal3	C	95	No remarks	No remarks
2013-10-14	Sal3	D	95	No remarks	No remarks
2013-10-14	Sal6	A	98	No remarks	No remarks
2013-10-14	Sal6	B	98	No remarks	No remarks
2013-10-14	Sal6	C	98	No remarks	No remarks
2013-10-14	Sal6	D	98	No remarks	No remarks
2013-10-14	Sax2Sil2	A	85	ice	No remarks
2013-10-14	Sax2Sil2	B	90	No remarks	No remarks
2013-10-14	Sax2Sil2	C	90	No remarks	No remarks
2013-10-14	Sax2Sil2	D	95	No remarks	No remarks
2013-10-14	Sax3Sil3	A	85	ice	No remarks
2013-10-14	Sil4	B	100	No remarks	No remarks
2013-10-14	Sil4	C	100	No remarks	No remarks
2013-10-14	Sil4	D	99	No remarks	No remarks
2013-10-14	Art1	A	100	No remarks	Observation added to database May 2020
2013-10-14	Art2	A	100	No remarks	Observation added to database May 2020
2013-10-14	Art1	B	100	No remarks	Observation added to database May 2020
2013-10-14	Art7	C	98	No remarks	Observation added to database May 2020
2013-10-14	Art5	D	98	No remarks	Observation added to database May 2020
2013-10-14	Art7	D	98	No remarks	Observation added to database May 2020
2013-10-14	Art4	E	-9999	No remarks	Observation added to database May 2020
2013-10-14	Art5	E	-9999	No remarks	Observation added to database May 2020
2013-10-14	Art7	E	-9999	No remarks	Observation added to database May 2020
2013-10-14	Art3	F	-9999	No remarks	Observation added to database May 2020
2013-10-14	Art4	F	-9999	No remarks	Observation added to database May 2020
2013-10-14	Art5	F	-9999	No remarks	Observation added to database May 2020
2013-10-14	Art7	F	-9999	No remarks	Observation added to database May 2020
2013-10-14	Art2	G	-9999	No remarks	Observation added to database May 2020
2013-10-14	Art3	G	-9999	No remarks	Observation added to database May 2020
2013-10-14	Art4	G	-9999	No remarks	Observation added to database May 2020
2013-10-14	Art5	G	-9999	No remarks	Observation added to database May 2020
2013-10-14	Art1	H	100	No remarks	Observation added to database May 2020
2013-10-14	Art2	H	-9999	No remarks	Observation added to database May 2020
2013-10-14	Art3	H	-9999	No remarks	Observation added to database May 2020
2013-10-14	Art4	H	-9999	No remarks	Observation added to database May 2020
2013-10-14	Art3	A	98	No remarks	Observation added to database May 2020
2013-10-14	Art4	A	95	No remarks	Observation added to database May 2020
2013-10-14	Art5	A	98	No remarks	Observation added to database May 2020
2013-10-14	Art7	A	98	No remarks	Observation added to database May 2020
2013-10-14	Art2	B	100	No remarks	Observation added to database May 2020
2013-10-14	Art3	B	98	No remarks	Observation added to database May 2020
2013-10-14	Art4	B	95	No remarks	Observation added to database May 2020
2013-10-14	Art5	B	98	No remarks	Observation added to database May 2020
2013-10-14	Art7	B	98	No remarks	Observation added to database May 2020
2013-10-14	Art1	C	100	No remarks	Observation added to database May 2020
2013-10-14	Art2	C	100	No remarks	Observation added to database May 2020
2013-10-14	Art3	C	98	No remarks	Observation added to database May 2020
2013-10-14	Art4	C	95	No remarks	Observation added to database May 2020
2013-10-14	Art5	C	98	No remarks	Observation added to database May 2020
2013-10-14	Art1	D	100	No remarks	Observation added to database May 2020
2013-10-14	Art2	D	100	No remarks	Observation added to database May 2020
2013-10-14	Art3	D	98	No remarks	Observation added to database May 2020
2013-10-14	Art4	D	95	No remarks	Observation added to database May 2020
2013-10-14	Art1	E	100	No remarks	Observation added to database May 2020
2013-10-14	Art2	E	-9999	No remarks	Observation added to database May 2020
2013-10-14	Art3	E	-9999	No remarks	Observation added to database May 2020
2013-10-14	Art1	F	100	No remarks	Observation added to database May 2020
2013-10-14	Art2	F	-9999	No remarks	Observation added to database May 2020
2013-10-14	Art1	G	100	No remarks	Observation added to database May 2020
2013-10-14	Art7	G	-9999	No remarks	Observation added to database May 2020
2013-10-14	Art5	H	-9999	No remarks	Observation added to database May 2020
2013-10-14	Art7	H	-9999	No remarks	Observation added to database May 2020
2014-05-24	Cas2	A	100	No remarks	No remarks
2014-05-24	Cas3	A	100	No remarks	No remarks
2014-05-24	Cas4	A	100	No remarks	No remarks
2014-05-24	Dry1	A	75	No remarks	No remarks
2014-05-24	Dry6Pap4	A	100	No remarks	No remarks
2014-05-24	Eri1	A	100	No remarks	No remarks
2014-05-24	Eri2	A	100	No remarks	No remarks
2014-05-24	Eri3	A	100	No remarks	No remarks
2014-05-24	Sal2	A	100	No remarks	No remarks
2014-05-24	Sal3	A	100	No remarks	No remarks
2014-05-24	Sal4	A	100	No remarks	No remarks
2014-05-24	Sal6	A	100	No remarks	No remarks
2014-05-24	Cas1	B	100	No remarks	No remarks
2014-05-24	Cas2	B	100	No remarks	No remarks
2014-05-24	Cas3	B	100	No remarks	No remarks
2014-05-24	Cas4	B	100	No remarks	No remarks
2014-05-24	Dry5	B	100	No remarks	No remarks
2014-05-24	Dry6Pap4	B	100	No remarks	No remarks
2014-05-24	Eri1	B	100	No remarks	No remarks
2014-05-24	Eri2	B	100	No remarks	No remarks
2014-05-24	Eri3	B	100	No remarks	No remarks
2014-05-24	Sal1	B	60	No remarks	No remarks
2014-05-24	Sal2	B	100	No remarks	No remarks
2014-05-24	Sal3	B	100	No remarks	No remarks
2014-05-24	Sal4	B	100	No remarks	No remarks
2014-05-24	Sil4	B	100	No remarks	No remarks
2014-05-24	Cas1	C	100	No remarks	No remarks
2014-05-24	Cas2	C	10	No remarks	No remarks
2014-05-24	Cas3	C	100	No remarks	No remarks
2014-05-24	Dry4	C	100	No remarks	No remarks
2014-05-24	Dry5	C	100	No remarks	No remarks
2014-05-24	Dry6Pap4	C	100	No remarks	No remarks
2014-05-24	Eri1	C	100	No remarks	No remarks
2014-05-24	Eri2	C	100	No remarks	No remarks
2014-05-24	Pap3	C	100	No remarks	No remarks
2014-05-24	Sal1	C	70	No remarks	No remarks
2014-05-24	Sal2	C	100	No remarks	No remarks
2014-05-24	Sal3	C	100	No remarks	No remarks
2014-05-24	Sax3Sil3	C	100	No remarks	No remarks
2014-05-24	Sil4	C	100	No remarks	No remarks
2014-05-24	Cas1	D	100	No remarks	No remarks
2014-05-24	Cas2	D	100	No remarks	No remarks
2014-05-24	Dry4	D	100	No remarks	No remarks
2014-05-24	Dry5	D	100	No remarks	No remarks
2014-05-24	Dry6Pap4	D	100	No remarks	No remarks
2014-05-24	Eri1	D	100	No remarks	No remarks
2014-05-24	Pap2Sal5	D	100	No remarks	No remarks
2014-05-24	Pap3	D	100	No remarks	No remarks
2014-05-24	Sal1	D	50	No remarks	No remarks
2014-05-24	Sal2	D	100	No remarks	No remarks
2014-05-24	Sax2Sil2	D	98	No remarks	No remarks
2014-05-24	Sax3Sil3	D	100	No remarks	No remarks
2014-05-24	Sil4	D	100	No remarks	No remarks
2014-05-24	Art1	A	100	No remarks	No remarks
2014-05-24	Art1	B	100	No remarks	No remarks
2014-05-24	Art2	B	100	A is ready	No remarks
2014-05-24	Art3	B	100	No remarks	No remarks
2014-05-24	Art4	B	100	No remarks	No remarks
2014-05-24	Art3	C	100	No remarks	No remarks
2014-05-24	Art4	C	100	No remarks	No remarks
2014-05-24	Art5	C	100	No remarks	No remarks
2014-05-24	Art7	C	98	No remarks	No remarks
2014-05-24	Art5	D	100	No remarks	No remarks
2014-05-24	Art7	D	95	No remarks	No remarks
2014-05-24	Cas1	A	100	No remarks	No remarks
2014-05-24	Dry2Sal7	A	100	No remarks	No remarks
2014-05-24	Dry3	A	100	No remarks	No remarks
2014-05-24	Dry4	A	100	No remarks	No remarks
2014-05-24	Dry5	A	100	No remarks	No remarks
2014-05-24	Eri4	A	100	No remarks	No remarks
2014-05-24	Pap1	A	100	No remarks	No remarks
2014-05-24	Pap2Sal5	A	100	No remarks	No remarks
2014-05-24	Pap3	A	100	No remarks	No remarks
2014-05-24	Sal1	A	60	No remarks	No remarks
2014-05-24	Sax1Sil1	A	100	No remarks	No remarks
2014-05-24	Sax2Sil2	A	60	No remarks	No remarks
2014-05-24	Sax3Sil3	A	100	No remarks	No remarks
2014-05-24	Sil4	A	100	No remarks	No remarks
2014-05-24	Dry1	B	75	No remarks	No remarks
2014-05-24	Dry2Sal7	B	100	No remarks	No remarks
2014-05-24	Dry3	B	100	No remarks	No remarks
2014-05-24	Dry4	B	100	No remarks	No remarks
2014-05-24	Eri4	B	100	No remarks	No remarks
2014-05-24	Pap1	B	100	No remarks	No remarks
2014-05-24	Pap2Sal5	B	100	No remarks	No remarks
2014-05-24	Pap3	B	100	No remarks	No remarks
2014-05-24	Sal6	B	100	No remarks	No remarks
2014-05-24	Sax1Sil1	B	100	No remarks	No remarks
2014-05-24	Sax2Sil2	B	100	No remarks	No remarks
2014-05-24	Sax3Sil3	B	100	No remarks	No remarks
2014-05-24	Cas4	C	100	No remarks	No remarks
2014-05-24	Dry1	C	99	No remarks	No remarks
2014-05-24	Dry2Sal7	C	100	No remarks	No remarks
2014-05-24	Dry3	C	100	No remarks	No remarks
2014-05-24	Eri3	C	100	No remarks	No remarks
2014-05-24	Eri4	C	100	No remarks	No remarks
2014-05-24	Pap1	C	100	No remarks	No remarks
2014-05-24	Pap2Sal5	C	100	No remarks	No remarks
2014-05-24	Sal4	C	100	No remarks	No remarks
2014-05-24	Sal6	C	100	No remarks	No remarks
2014-05-24	Sax1Sil1	C	100	No remarks	No remarks
2014-05-24	Sax2Sil2	C	100	No remarks	No remarks
2014-05-24	Cas3	D	100	No remarks	No remarks
2014-05-24	Cas4	D	100	No remarks	No remarks
2014-05-24	Dry1	D	100	No remarks	No remarks
2014-05-24	Dry2Sal7	D	100	No remarks	No remarks
2014-05-24	Dry3	D	100	No remarks	No remarks
2014-05-24	Eri2	D	100	No remarks	No remarks
2014-05-24	Eri3	D	100	No remarks	No remarks
2014-05-24	Eri4	D	100	No remarks	No remarks
2014-05-24	Pap1	D	100	No remarks	No remarks
2014-05-24	Sal3	D	100	No remarks	No remarks
2014-05-24	Sal4	D	100	No remarks	No remarks
2014-05-24	Sal6	D	100	No remarks	No remarks
2014-05-24	Sax1Sil1	D	95	No remarks	No remarks
2014-05-24	Art2	A	0	A is ready	No remarks
2014-05-24	Art3	A	100	No remarks	No remarks
2014-05-24	Art4	A	100	No remarks	No remarks
2014-05-24	Art5	A	100	No remarks	No remarks
2014-05-24	Art7	A	98	No remarks	No remarks
2014-05-24	Art5	B	100	No remarks	No remarks
2014-05-24	Art7	B	95	No remarks	No remarks
2014-05-24	Art1	C	100	No remarks	No remarks
2014-05-24	Art2	C	100	A is ready	No remarks
2014-05-24	Art1	D	100	No remarks	No remarks
2014-05-24	Art2	D	100	A is ready	No remarks
2014-05-24	Art3	D	100	No remarks	No remarks
2014-05-24	Art4	D	100	No remarks	No remarks
2014-05-24	Art3	E	-9999	No remarks	Observation added to database May 2020
2014-05-24	Art4	E	-9999	No remarks	Observation added to database May 2020
2014-05-24	Art5	E	-9999	No remarks	Observation added to database May 2020
2014-05-24	Art7	E	-9999	No remarks	Observation added to database May 2020
2014-05-24	Art1	F	100	No remarks	Observation added to database May 2020
2014-05-24	Art2	F	-9999	A is ready	Observation added to database May 2020
2014-05-24	Art4	G	-9999	No remarks	Observation added to database May 2020
2014-05-24	Art5	G	-9999	No remarks	Observation added to database May 2020
2014-05-24	Art7	G	-9999	No remarks	Observation added to database May 2020
2014-05-24	Art1	H	100	No remarks	Observation added to database May 2020
2014-05-24	Art2	H	-9999	A is ready	Observation added to database May 2020
2014-05-24	Art3	H	-9999	No remarks	Observation added to database May 2020
2014-05-24	Art1	E	100	No remarks	Observation added to database May 2020
2014-05-24	Art2	E	-9999	A is ready	Observation added to database May 2020
2014-05-24	Art3	F	-9999	No remarks	Observation added to database May 2020
2014-05-24	Art4	F	-9999	No remarks	Observation added to database May 2020
2014-05-24	Art5	F	-9999	No remarks	Observation added to database May 2020
2014-05-24	Art7	F	-9999	No remarks	Observation added to database May 2020
2014-05-24	Art1	G	100	No remarks	Observation added to database May 2020
2014-05-24	Art2	G	-9999	A is ready	Observation added to database May 2020
2014-05-24	Art3	G	-9999	No remarks	Observation added to database May 2020
2014-05-24	Art4	H	-9999	No remarks	Observation added to database May 2020
2014-05-24	Art5	H	-9999	No remarks	Observation added to database May 2020
2014-05-24	Art7	H	-9999	No remarks	Observation added to database May 2020
2014-05-26	Dry1	A	5	No remarks	No remarks
2014-05-26	Sal1	A	30	No remarks	No remarks
2014-05-26	Sax1Sil1	B	100	No remarks	No remarks
2014-05-26	Sax2Sil2	B	95	No remarks	No remarks
2014-05-26	Sax3Sil3	B	98	No remarks	No remarks
2014-05-26	Dry1	C	95	No remarks	No remarks
2014-05-26	Dry1	D	100	No remarks	No remarks
2014-05-26	Sal1	D	55	No remarks	No remarks
2014-05-26	Sax1Sil1	D	85	No remarks	No remarks
2014-05-26	Sax2Sil2	D	95	No remarks	No remarks
2014-05-26	Art2	B	100	A,C,D ready	No remarks
2014-05-26	Art1	C	100	No remarks	No remarks
2014-05-26	Art2	C	0	A,C,D ready	No remarks
2014-05-26	Art1	D	100	No remarks	No remarks
2014-05-26	Art2	D	0	A,C,D ready	No remarks
2014-05-26	Sax1Sil1	A	98	No remarks	No remarks
2014-05-26	Sax2Sil2	A	25	No remarks	No remarks
2014-05-26	Sax3Sil3	A	100	No remarks	No remarks
2014-05-26	Dry1	B	20	No remarks	No remarks
2014-05-26	Sal1	B	25	No remarks	No remarks
2014-05-26	Sal1	C	35	No remarks	No remarks
2014-05-26	Sax1Sil1	C	98	No remarks	No remarks
2014-05-26	Sax2Sil2	C	100	No remarks	No remarks
2014-05-26	Sax3Sil3	C	100	No remarks	No remarks
2014-05-26	Sax3Sil3	D	100	No remarks	No remarks
2014-05-26	Art1	A	100	No remarks	No remarks
2014-05-26	Art2	A	0	A,C,D ready	No remarks
2014-05-26	Art1	B	100	No remarks	No remarks
2014-05-26	Art2	F	-9999	A,C,D ready	Observation added to database May 2020
2014-05-26	Art1	G	100	No remarks	Observation added to database May 2020
2014-05-26	Art2	H	-9999	A,C,D ready	Observation added to database May 2020
2014-05-26	Art1	E	100	No remarks	Observation added to database May 2020
2014-05-26	Art2	E	-9999	A,C,D ready	Observation added to database May 2020
2014-05-26	Art1	F	100	No remarks	Observation added to database May 2020
2014-05-26	Art2	G	-9999	A,C,D ready	Observation added to database May 2020
2014-05-26	Art1	H	100	No remarks	Observation added to database May 2020
2014-05-28	Dry1	A	0	No remarks	No remarks
2014-05-28	Dry2Sal7	A	100	No remarks	No remarks
2014-05-28	Dry3	A	100	No remarks	No remarks
2014-05-28	Dry4	A	100	No remarks	No remarks
2014-05-28	Eri3	A	100	No remarks	No remarks
2014-05-28	Eri4	A	100	No remarks	No remarks
2014-05-28	Pap1	A	100	No remarks	No remarks
2014-05-28	Pap2Sal5	A	100	No remarks	No remarks
2014-05-28	Sal4	A	100	No remarks	No remarks
2014-05-28	Sal6	A	100	No remarks	No remarks
2014-05-28	Sax1Sil1	A	25	No remarks	No remarks
2014-05-28	Sax2Sil2	A	0	No remarks	No remarks
2014-05-28	Sax3Sil3	A	95	No remarks	No remarks
2014-05-28	Cas4	B	100	No remarks	No remarks
2014-05-28	Dry1	B	0	No remarks	No remarks
2014-05-28	Dry2Sal7	B	100	No remarks	No remarks
2014-05-28	Dry3	B	100	No remarks	No remarks
2014-05-28	Eri2	B	100	No remarks	No remarks
2014-05-28	Eri3	B	100	No remarks	No remarks
2014-05-28	Eri4	B	100	No remarks	No remarks
2014-05-28	Pap1	B	100	No remarks	No remarks
2014-05-28	Sal4	B	100	No remarks	No remarks
2014-05-28	Sal6	B	100	No remarks	No remarks
2014-05-28	Sax1Sil1	B	90	No remarks	No remarks
2014-05-28	Sax2Sil2	B	90	No remarks	No remarks
2014-05-28	Cas3	C	100	No remarks	No remarks
2014-05-28	Cas4	C	100	No remarks	No remarks
2014-05-28	Dry1	C	0	No remarks	No remarks
2014-05-28	Dry2Sal7	C	100	No remarks	No remarks
2014-05-28	Eri1	C	100	No remarks	No remarks
2014-05-28	Eri2	C	100	No remarks	No remarks
2014-05-28	Eri3	C	100	No remarks	No remarks
2014-05-28	Eri4	C	100	No remarks	No remarks
2014-05-28	Sal3	C	100	No remarks	No remarks
2014-05-28	Sal4	C	100	No remarks	No remarks
2014-05-28	Sal6	C	100	No remarks	No remarks
2014-05-28	Sax1Sil1	C	10	No remarks	No remarks
2014-05-28	Cas2	D	100	No remarks	No remarks
2014-05-28	Cas3	D	100	No remarks	No remarks
2014-05-28	Cas4	D	100	No remarks	No remarks
2014-05-28	Dry1	D	2	No remarks	No remarks
2014-05-28	Dry6Pap4	D	100	No remarks	No remarks
2014-05-28	Eri1	D	100	No remarks	No remarks
2014-05-28	Eri2	D	100	No remarks	No remarks
2014-05-28	Eri3	D	100	No remarks	No remarks
2014-05-28	Sal2	D	100	No remarks	No remarks
2014-05-28	Sal3	D	100	No remarks	No remarks
2014-05-28	Sal4	D	100	No remarks	No remarks
2014-05-28	Sal6	D	100	No remarks	No remarks
2014-05-28	Art1	A	100	No remarks	No remarks
2014-05-28	Art2	A	0	D frozen, B broken an ice blocking hole	No remarks
2014-05-28	Art3	A	100	No remarks	No remarks
2014-05-28	Art4	A	100	No remarks	No remarks
2014-05-28	Art3	B	100	No remarks	No remarks
2014-05-28	Art4	B	100	No remarks	No remarks
2014-05-28	Art5	B	100	No remarks	No remarks
2014-05-28	Art7	B	45	all free	No remarks
2014-05-28	Art1	C	100	No remarks	No remarks
2014-05-28	Art7	C	45	all free	No remarks
2014-05-28	Art1	D	100	No remarks	No remarks
2014-05-28	Art2	D	0	D frozen, B broken an ice blocking hole	No remarks
2014-05-28	Art3	D	100	No remarks	No remarks
2014-05-28	Cas1	A	100	No remarks	No remarks
2014-05-28	Cas2	A	100	No remarks	No remarks
2014-05-28	Cas3	A	100	No remarks	No remarks
2014-05-28	Cas4	A	100	No remarks	No remarks
2014-05-28	Dry5	A	100	No remarks	No remarks
2014-05-28	Dry6Pap4	A	100	No remarks	No remarks
2014-05-28	Eri1	A	100	No remarks	No remarks
2014-05-28	Eri2	A	100	No remarks	No remarks
2014-05-28	Pap3	A	100	No remarks	No remarks
2014-05-28	Sal1	A	0	No remarks	No remarks
2014-05-28	Sal2	A	100	No remarks	No remarks
2014-05-28	Sal3	A	100	No remarks	No remarks
2014-05-28	Sil4	A	100	No remarks	No remarks
2014-05-28	Cas1	B	100	No remarks	No remarks
2014-05-28	Cas2	B	100	No remarks	No remarks
2014-05-28	Cas3	B	100	No remarks	No remarks
2014-05-28	Dry4	B	100	No remarks	No remarks
2014-05-28	Dry5	B	100	No remarks	No remarks
2014-05-28	Dry6Pap4	B	100	No remarks	No remarks
2014-05-28	Eri1	B	100	No remarks	No remarks
2014-05-28	Pap2Sal5	B	100	No remarks	No remarks
2014-05-28	Pap3	B	100	No remarks	No remarks
2014-05-28	Sal1	B	0	No remarks	No remarks
2014-05-28	Sal2	B	100	No remarks	No remarks
2014-05-28	Sal3	B	100	No remarks	No remarks
2014-05-28	Sax3Sil3	B	95	No remarks	No remarks
2014-05-28	Sil4	B	100	No remarks	No remarks
2014-05-28	Cas1	C	100	No remarks	No remarks
2014-05-28	Cas2	C	100	No remarks	No remarks
2014-05-28	Dry3	C	100	No remarks	No remarks
2014-05-28	Dry4	C	100	No remarks	No remarks
2014-05-28	Dry5	C	100	No remarks	No remarks
2014-05-28	Dry6Pap4	C	100	No remarks	No remarks
2014-05-28	Pap1	C	100	No remarks	No remarks
2014-05-28	Pap2Sal5	C	100	No remarks	No remarks
2014-05-28	Pap3	C	100	No remarks	No remarks
2014-05-28	Sal1	C	0	No remarks	No remarks
2014-05-28	Sal2	C	100	No remarks	No remarks
2014-05-28	Sax2Sil2	C	99	No remarks	No remarks
2014-05-28	Sax3Sil3	C	100	No remarks	No remarks
2014-05-28	Sil4	C	100	No remarks	No remarks
2014-05-28	Cas1	D	100	No remarks	No remarks
2014-05-28	Dry2Sal7	D	100	No remarks	No remarks
2014-05-28	Dry3	D	100	No remarks	No remarks
2014-05-28	Dry4	D	100	No remarks	No remarks
2014-05-28	Dry5	D	100	No remarks	No remarks
2014-05-28	Eri4	D	100	No remarks	No remarks
2014-05-28	Pap1	D	100	No remarks	No remarks
2014-05-28	Pap2Sal5	D	100	No remarks	No remarks
2014-05-28	Pap3	D	100	No remarks	No remarks
2014-05-28	Sal1	D	0	No remarks	No remarks
2014-05-28	Sax1Sil1	D	0	No remarks	No remarks
2014-05-28	Sax2Sil2	D	50	No remarks	No remarks
2014-05-28	Sax3Sil3	D	95	No remarks	No remarks
2014-05-28	Sil4	D	100	No remarks	No remarks
2014-05-28	Art5	A	100	No remarks	No remarks
2014-05-28	Art7	A	80	all free	No remarks
2014-05-28	Art1	B	100	No remarks	No remarks
2014-05-28	Art2	B	0	D frozen, B broken an ice blocking hole	No remarks
2014-05-28	Art2	C	0	D frozen, B broken an ice blocking hole	No remarks
2014-05-28	Art3	C	100	No remarks	No remarks
2014-05-28	Art4	C	100	No remarks	No remarks
2014-05-28	Art5	C	100	No remarks	No remarks
2014-05-28	Art4	D	100	No remarks	No remarks
2014-05-28	Art5	D	100	No remarks	No remarks
2014-05-28	Art7	D	10	all free	No remarks
2014-05-28	Art3	E	-9999	No remarks	Observation added to database May 2020
2014-05-28	Art4	E	-9999	No remarks	Observation added to database May 2020
2014-05-28	Art5	E	-9999	No remarks	Observation added to database May 2020
2014-05-28	Art7	E	-9999	all free	Observation added to database May 2020
2014-05-28	Art1	F	100	No remarks	Observation added to database May 2020
